5121,1
1068,1
3549,1
282,1
15185,1
2146,1
3044,1
4636,1
5085,1
2911,1
1023,1
774,1
3192,1
7109,1
5266,1
949,1
5093,1
1964,1
431,1
2158,1
4907,1
3348,1
1938,1
2818,1
3177,1
7634,1
279,1
2369,1
960,1
469,1
655,1
648,1
350,1
1056,1
2321,1
430,1
1663,1
15215,1
2037,1
1717,1
784,1
3577,1
812,1
938,1
3238,1
1724,1
7099,1
7123,1
7875,1
15073,1
1702,1
5092,1
7507,1
2862,1
3237,1
3504,1
5199,1
819,1
7627,1
6899,1
5593,1
7512,1
1648,1
3255,1
7792,1
3345,1
2835,1
4720,1
15167,1
4976,1
6794,1
7544,1
342,1
7125,1
3202,1
5342,1
2863,1
3256,1
5064,1
5067,1
4716,1
628,1
5068,1
5069,1
5070,1
5081,1
3410,1
7058,1
972,1
1033,1
2003,1
5084,1
2036,1
3668,1
2289,1
2171,1
2035,1
4671,1
5217,1
4672,1
2782,1
3149,1
649,1
2813,1
273,1
15057,1
275,1
967,1
348,1
5215,1
335,1
2982,1
2591,1
2875,1
15842,1
17662,1
17663,1
3196,1
7633,1
762,1
6857,1
3186,1
7782,1
2566,1
5322,1
2271,1
7511,1
3648,1
3270,1
2864,1
3271,1
1944,1
3272,1
3273,1
3045,1
4637,1
7455,1
3274,1
775,1
3193,1
7509,1
3276,1
4678,1
3277,1
5123,1
1965,1
432,1
4646,1
3349,1
3278,1
2819,1
3178,1
7763,1
5334,1
280,1
2370,1
3539,1
470,1
656,1
2154,1
1057,1
2322,1
3652,1
1664,1
2298,1
2906,1
3659,1
1718,1
3279,1
797,1
1825,1
7624,1
1890,1
3530,1
343,1
28130,1
5338,1
3203,1
636,1
4680,1
1980,1
2988,1
1957,1
7672,1
1036,1
1038,1
1021,1
2889,1
1112,1
3384,1
3385,1
249,1
252,1
665,1
767,1
2278,1
2279,1
17665,1
3409,1
5257,1
5290,1
782,1
5206,1
3386,1
2979,1
2300,1
2031,1
5086,1
15048,1
324,1
4651,1
2274,1
2564,1
5178,1
3034,1
2234,1
789,1
3351,1
3667,1
2285,1
2867,1
285,1
3356,1
5403,1
2327,1
419,1
2848,1
5616,1
4619,1
7451,1
5511,1
418,1
1654,1
3408,1
2817,1
5200,1
3242,1
7062,1
5149,1
2557,1
1851,1
4872,1
346,1
1986,1
1642,1
939,1
2859,1
4713,1
643,1
1959,1
444,1
2555,1
5243,1
7468,1
633,1
634,1
2297,1
2299,1
5552,1
7252,1
7563,1
33112,1
1892,1
31995,1
7110,1
1826,1
2032,1
448,1
2040,1
5337,1
1039,1
3884,1
7606,1
7662,1
31990,1
707,1
3524,1
1958,1
1037,1
2890,1
758,1
251,1
2277,1
3246,1
1022,1
2166,1
2168,1
2170,1
2172,1
4667,1
7753,1
4669,1
2833,1
813,1
815,1
3666,1
2882,1
7388,1
5216,1
3234,1
7561,1
5512,1
4717,1
27401,1
5398,1
5263,1
2814,1
274,1
32753,1
807,1
7059,1
5399,1
276,1
968,1
2546,1
4620,1
1725,1
7119,1
637,1
3720,1
3660,1
2286,1
2985,1
437,1
2927,1
2553,1
5239,1
6791,1
1041,1
5288,1
5421,1
32755,1
3249,1
2543,1
2162,1
5252,1
645,1
3032,1
349,1
5349,1
4727,1
1941,1
15121,1
17910,1
5343,1
6793,1
3887,1
3194,1
3043,1
7766,1
2827,1
3510,1
670,1
969,1
18256,1
7086,1
2262,1
5573,1
1991,1
253,1
3244,1
2752,1
2868,1
1732,1
5191,1
17591,1
2005,1
1699,1
4831,1
2159,1
2059,1
3562,1
2347,1
5090,1
7810,1
2280,1
32021,1
1961,1
7082,1
7543,1
2371,1
332,1
3872,1
7044,1
5620,1
934,1
3555,1
250,1
817,1
894,0
5622,0
857,0
7818,0
15088,0
2324,0
625,0
2804,0
4628,0
4836,0
2007,0
1043,0
825,0
6822,0
7642,0
2414,0
7890,0
441,0
4838,0
5237,0
7529,0
7156,0
15246,0
2256,0
7499,0
2254,0
15152,0
5284,0
7632,0
1895,0
4791,0
2947,0
720,0
5605,0
3403,0
2157,0
1749,0
1044,0
1989,0
7240,0
1704,0
7542,0
6778,0
7069,0
2825,0
4917,0
7909,0
3209,0
352,0
1738,0
15144,0
4786,0
2892,0
2270,0
3393,0
5435,0
7104,0
623,0
7394,0
7796,0
2740,0
5181,0
7150,0
4653,0
3670,0
7751,0
284,0
990,0
7260,0
2125,0
2593,0
7447,0
7611,0
7712,0
7866,0
7143,0
661,0
6781,0
2068,0
3236,0
651,0
7571,0
4969,0
1946,0
6746,0
2064,0
5275,0
5575,0
5122,0
3730,0
779,0
671,0
5317,0
7242,0
7265,0
6740,0
7390,0
7820,0
2332,0
5604,0
3875,0
15160,0
5436,0
1963,0
7049,0
3418,0
4647,0
7228,0
1083,0
2216,0
3108,0
3739,0
4880,0
7430,0
6859,0
15047,0
7508,0
823,0
1909,0
7671,0
2870,0
7559,0
5589,0
15129,0
15158,0
6824,0
3897,0
1968,0
3665,0
15114,0
3563,0
6842,0
2909,0
7591,0
5094,0
7629,0
7112,0
6784,0
1836,0
7585,0
722,0
718,0
3634,0
15221,0
2330,0
5287,0
4875,0
7505,0
3354,0
943,0
5208,0
5100,0
828,0
15260,0
3388,0
747,0
443,0
7154,0
7693,0
2786,0
4849,0
4640,0
7263,0
5262,0
5291,0
1653,0
7724,0
7577,0
6827,0
2878,0
5254,0
7280,0
5202,0
2127,0
7883,0
2326,0
5361,0
2220,0
5438,0
15156,0
2996,0
2429,0
4783,0
3197,0
7811,0
4784,0
2403,0
7130,0
15244,0
3148,0
5619,0
6900,0
7694,0
788,0
2287,0
5611,0
3233,0
1877,0
2902,0
7515,0
3559,0
981,0
7583,0
15078,0
4724,0
4688,0
7863,0
2777,0
7709,0
7636,0
4882,0
1046,0
2570,0
5294,0
2928,0
2246,0
3146,0
4734,0
1052,0
7142,0
2268,0
5348,0
7248,0
2025,0
4914,0
7085,0
4842,0
2252,0
2789,0
668,0
474,0
2346,0
1649,0
2224,0
2780,0
1949,0
3189,0
2930,0
5218,0
821,0
5377,0
15237,0
5286,0
7587,0
5434,0
1905,0
7701,0
1755,0
3046,0
7550,0
5321,0
951,0
4947,0
7040,0
15187,0
942,0
962,0
3144,0
7861,0
3552,0
7560,0
2839,0
4807,0
4690,0
15055,0
4945,0
15153,0
439,0
4830,0
5256,0
3564,0
15166,0
5341,0
2754,0
278,0
485,0
15170,0
713,0
7467,0
3182,0
15212,0
15204,0
3245,0
773,0
2554,0
7730,0
7784,0
2830,0
2013,0
7133,0
2175,0
7699,0
2165,0
1911,0
1644,0
6776,0
5327,0
5336,0
3877,0
5418,0
2913,0
3231,0
4681,0
5568,0
7696,0
15059,0
2898,0
15154,0
2223,0
7055,0
15084,0
7551,0
2857,0
3151,0
4660,0
5225,0
1860,0
6742,0
7457,0
1747,0
15051,0
1913,0
1096,0
4675,0
2916,0
7067,0
4949,0
7149,0
3719,0
1879,0
4828,0
5146,0
3430,0
1665,0
1720,0
4820,0
5120,0
7098,0
7613,0
7497,0
1871,0
4881,0
6779,0
4714,0
5424,0
6852,0
7502,0
2822,0
15108,0
7449,0
2420,0
4778,0
7525,0
7392,0
2276,0
2426,0
7619,0
804,0
7111,0
421,0
7657,0
3433,0
3415,0
3550,0
7072,0
7140,0
7663,0
7749,0
7789,0
658,0
15173,0
4815,0
2056,0
7061,0
1856,0
3579,0
1024,0
5281,0
2919,0
478,0
15074,0
3154,0
1796,0
15198,0
15235,0
5335,0
5188,0
2229,0
5603,0
3538,0
4630,0
5113,0
2895,0
1656,0
3529,0
7877,0
6897,0
3561,0
806,0
2160,0
5272,0
3174,0
4885,0
288,0
7817,0
5197,0
4859,0
3728,0
15140,0
5404,0
426,0
4978,0
2847,0
2537,0
2799,0
7892,0
7396,0
15214,0
801,0
7127,0
5190,0
15233,0
2358,0
1951,0
488,0
3241,0
2302,0
3407,0
2432,0
4833,0
15164,0
1907,0
3528,0
5222,0
921,0
3899,0
3413,0
2398,0
7057,0
1996,0
15191,0
5351,0
992,0
2273,0
2907,0
7126,0
7579,0
15217,0
2480,0
1048,0
15120,0
2312,0
15200,0
4818,0
4879,0
3442,0
2854,0
5513,0
3515,0
7565,0
15123,0
2976,0
7393,0
6820,0
2599,0
7628,0
7576,0
15168,0
6846,0
2744,0
2765,0
2039,0
2860,0
7762,0
2367,0
15135,0
7916,0
7087,0
3663,0
15082,0
2255,0
6,0
2430,0
1952,0
3201,0
3232,0
3527,0
7231,0
6887,0
1692,0
4729,0
4902,0
7828,0
5151,0
2257,0
7147,0
7648,0
1730,0
15050,0
809,0
736,0
2226,0
15270,0
1831,0
7608,0
4692,0
3252,0
4635,0
7721,0
1982,0
7042,0
3199,0
7152,0
3568,0
2386,0
5402,0
263,0
5125,0
959,0
3873,0
5520,0
5251,0
7065,0
3036,0
5354,0
7157,0
2155,0
7526,0
7572,0
7045,0
7719,0
2992,0
3736,0
2983,0
2836,0
2573,0
2815,0
1821,0
1994,0
7650,0
3395,0
639,0
15151,0
15087,0
653,0
1806,0
5613,0
468,0
15251,0
3511,0
3657,0
270,0
7760,0
15058,0
2745,0
3205,0
7124,0
3505,0
15224,0
15172,0
2742,0
5572,0
1658,0
7822,0
5319,0
1070,0
798,0
1786,0
4665,0
4904,0
3179,0
2842,0
3541,0
4761,0
7609,0
1698,0
2772,0
5420,0
2282,0
4624,0
4814,0
1668,0
7791,0
5268,0
15249,0
2571,0
7267,0
3431,0
2581,0
2231,0
2932,0
7103,0
7070,0
7665,0
1059,0
1848,0
5249,0
7589,0
7472,0
7414,0
2866,0
7470,0
7474,0
15069,0
15119,0
15080,0
1734,0
5567,0
786,0
5089,0
2019,0
1035,0
3732,0
3724,0
6796,0
15127,0
7116,0
781,0
4633,0
8,0
5114,0
2264,0
3359,0
7523,0
5210,0
715,0
5295,0
2352,0
5518,0
2756,0
15067,0
2771,0
2810,0
4736,0
8018,0
7108,0
2,0
2888,0
15134,0
996,0
2181,0
2423,0
4840,0
5515,0
7708,0
4863,0
2284,0
2970,0
1853,0
1833,0
2376,0
2396,0
5542,0
2261,0
5323,0
5087,0
659,0
481,0
2405,0
7453,0
2050,0
5332,0
2743,0
7101,0
5355,0
3889,0
4684,0
7513,0
15242,0
2027,0
5363,0
3651,0
256,0
2876,0
15112,0
763,0
7723,0
15163,0
2259,0
1114,0
3399,0
3411,0
826,0
457,0
7732,0
5279,0
1828,0
1026,0
5598,0
2148,0
2250,0
1845,0
761,0
1985,0
15222,0
7037,0
2901,0
3548,0
345,0
5238,0
3517,0
7089,0
1688,0
7223,0
5373,0
7593,0
7601,0
7397,0
3400,0
7798,0
791,0
7596,0
2149,0
5607,0
7659,0
7448,0
434,0
7554,0
768,0
7833,0
2547,0
4788,0
2049,0
5510,0
1876,0
777,0
2010,0
5618,0
2886,0
1646,0
15075,0
5277,0
2315,0
838,0
6792,0
3521,0
15085,0
5325,0
1809,0
3655,0
7842,0
15258,0
7840,0
7727,0
7670,0
5247,0
1967,0
7878,0
3890,0
1007,0
1990,0
2981,0
7801,0
5609,0
5264,0
4658,0
2440,0
7756,0
7675,0
15111,0
3886,0
4776,0
4874,0
7769,0
4656,0
7862,0
327,0
7244,0
7399,0
5561,0
2977,0
1854,0
4614,0
2542,0
1716,0
3254,0
2562,0
2871,0
3721,0
7145,0
5595,0
7826,0
2053,0
2844,0
7785,0
6782,0
3869,0
7052,0
6854,0
2767,0
2318,0
830,0
476,0
5310,0
1940,0
1953,0
4861,0
2183,0
4877,0
7114,0
2350,0
2596,0
3603,0
5261,0
7433,0
2990,0
3425,0
7556,0
6759,0
2568,0
329,0
5240,0
2237,0
1667,0
7615,0
